index,trans_date_trans_time,cc_num,device_os,merchant,amt,trans_num,unix_time,first,last,gender,street,city,zip,job,dob,lat,long,city_pop,state,category,merch_lat,merch_long,merchant_id
30399,2023-11-10 00:00:00,6838923214474530,macOS,Merchant_8,274.648617148772,TR934803,1693353600,Emily,Davis,F,Elm St,Chicago,72688.0,Clerk,2004-07-18,41.8781,-87.6298,2716000.0,IL,Electronics,-25.158214700976583,-131.70660301011432,8
30400,2023-05-15 00:00:00,3132199528538436,other,Merchant_6,231.9376668496172,TR438235,1691366400,Nancy,Wilson,M,Broadway,Los Angeles,54620.0,Clerk,1988-04-11,34.0522,-118.2437,3979576.0,CA,Apparel,20.14965279523713,164.52195339981438,6
30401,2023-09-20 00:00:00,6473925825494173,X11,Merchant_53,128.2112436754788,TR155059,1702598400,Bob,Clark,M,Broadway,Houston,55875.0,Doctor,1971-05-21,29.7604,-95.3698,2328000.0,TX,Apparel,83.30170819524614,145.56673008825447,53
30402,2023-04-15 00:00:00,4188516182981087,macOS,Merchant_39,365.31868032441497,TR102911,1676332800,Joe,Brown,M,Maple St,Phoenix,71908.0,Lawyer,1972-02-08,33.4484,-112.074,1680992.0,AZ,Apparel,-42.51539623323934,160.57881794239506,39
30403,2023-02-24 00:00:00,3374101262052418,,Merchant_64,198.54297713903404,TR395261,1676332800,Emily,Clark,F,Maple St,New York,17159.0,Engineer,1996-05-22,40.7128,-74.006,8419600.0,NY,Entertainment,51.54434389615688,35.550431764943085,64
30404,2023-05-29 00:00:00,9568147955524817,X11,Merchant_93,140.47027983336872,TR428999,1681430400,TestFirst5,TestLast5,M,354 Test St,Test City,66562.0,Doctor,1978-05-22,,,,,Apparel,33.52105454215821,-105.89801217179304,93
30405,2023-05-31 00:00:00,2898586114309745,other,Merchant_54,123.92235861303124,TR198528,1695081600,Jane,Brown,M,2nd Ave,Houston,44341.0,Nurse,1994-07-28,29.7604,-95.3698,2328000.0,TX,Groceries,0.0671885875949556,15.165293076852493,54
30406,2023-03-07 00:00:00,1211417167754929,,Merchant_28,349.6021314055858,TR315431,1694217600,John,Brown,M,Main St,New York,56114.0,Engineer,1995-11-05,40.7128,-74.006,8419600.0,NY,Electronics,45.26571549503325,123.93299465864146,28
30407,2023-04-07 00:00:00,8578473389283262,,Merchant_44,40.49548491354578,TR242285,1701302400,Alice,Clark,M,Main St,Phoenix,35378.0,Artist,1979-09-01,33.4484,-112.074,1680992.0,AZ,Groceries,-69.8131281842011,122.13802854822,44
30408,2023-06-07 00:00:00,6359899219763817,,Merchant_23,400.4992701744926,TR637160,1683504000,Emily,Wilson,F,1st Ave,Phoenix,73686.0,Artist,1958-02-13,33.4484,-112.074,1680992.0,AZ,Entertainment,27.17758787626444,-64.8574350738144,23
30409,2023-06-13 00:00:00,8894287466909439,Windows,Merchant_2,295.5752055465067,TR974020,1703030400,Joe,Brown,F,2nd Ave,Los Angeles,26504.0,Teacher,1988-09-24,34.0522,-118.2437,3979576.0,CA,Groceries,-41.65488574514497,90.05157388576708,2
30410,2023-08-07 00:00:00,7403603358432640,,Merchant_5,411.9072882592856,TR261330,1684368000,Jane,Wilson,M,1st Ave,Houston,93771.0,Nurse,2005-02-08,29.7604,-95.3698,2328000.0,TX,Apparel,57.51766546394995,-155.8947055801055,5
30411,2023-03-09 00:00:00,8788888116037393,macOS,Merchant_43,380.02845229496165,TR944245,1694390400,Mike,Brown,M,2nd Ave,Phoenix,29130.0,Engineer,1991-11-11,33.4484,-112.074,1680992.0,AZ,Electronics,76.65792789340605,109.33423352039176,43
30412,2023-05-14 00:00:00,2801374844713453,,Merchant_64,471.97567102932646,TR683544,1692403200,Jane,Smith,F,1st Ave,Chicago,,,2002-10-12,41.8781,-87.6298,2716000.0,IL,Entertainment,51.54434389615688,35.550431764943085,64
30413,2023-05-26 00:00:00,4547850060326355,,Merchant_89,7.158684742995488,TR532573,1701043200,TestFirst27,TestLast27,M,339 Test St,Test City,99869.0,Teacher,1953-09-01,,,,,Groceries,56.70517035971261,106.3284407704616,89
30414,2023-08-01 00:00:00,8498903128705351,,Merchant_61,496.50417004336026,TR133253,1688428800,Joe,Johnson,M,Elm St,Los Angeles,49970.0,Engineer,1968-05-02,34.0522,-118.2437,3979576.0,CA,Groceries,28.15169417407517,-26.546305301538297,61
30415,2023-04-14 00:00:00,5855478399045009,macOS,Merchant_53,484.5588087193784,TR414776,1697241600,John,Smith,M,Main St,Houston,24465.0,Artist,1978-08-02,29.7604,-95.3698,2328000.0,TX,Apparel,83.30170819524614,145.56673008825447,53
30416,2023-09-10 00:00:00,8767722631134271,,Merchant_61,316.4022512854371,TR991604,1682294400,Joe,Davis,F,Main St,Phoenix,57624.0,Nurse,1978-11-04,33.4484,-112.074,1680992.0,AZ,Groceries,28.15169417407517,-26.546305301538297,61
30417,2023-03-18 00:00:00,3121551981572084,Windows,Merchant_7,499.1417922609345,TR453051,1690588800,Emily,Brown,F,Main St,Houston,11811.0,Artist,1979-05-18,29.7604,-95.3698,2328000.0,TX,Travel,-3.1376392142395133,-1.0539371291183386,7
30418,2023-12-23 00:00:00,1474385217565372,other,Merchant_38,250.7073588829264,TR466946,1703635200,Alice,Clark,M,Broadway,Phoenix,89299.0,Clerk,1969-09-13,33.4484,-112.074,1680992.0,AZ,Entertainment,31.11288565462185,119.4625024232438,38
30419,2023-04-11 00:00:00,3161895254814866,X11,Merchant_61,67.6892628750905,TR788539,1683504000,Alice,Wilson,F,Main St,Houston,43785.0,Teacher,1987-03-15,29.7604,-95.3698,2328000.0,TX,Groceries,28.15169417407517,-26.546305301538297,61
30420,2023-09-30 00:00:00,1445967671799808,,Merchant_24,241.02418938704005,TR154959,1676505600,John,Jones,F,Elm St,New York,54019.0,Artist,1975-11-01,40.7128,-74.006,8419600.0,NY,Entertainment,-68.19871354671864,-107.53671150242468,24
30421,2023-03-30 00:00:00,7780269161855201,X11,Merchant_94,8.537221023535379,TR509919,1685836800,Nancy,Jones,F,Elm St,Houston,19382.0,Teacher,1964-11-15,29.7604,-95.3698,2328000.0,TX,Travel,12.74164799239712,-105.54710492320932,94
30422,2023-05-09 00:00:00,1370124048381084,,Merchant_53,149.6712957785224,TR176607,1676592000,TestFirst26,TestLast26,M,27 Test St,Test City,86341.0,Clerk,1958-08-09,,,,,Apparel,83.30170819524614,145.56673008825447,53
30423,2023-05-01 00:00:00,3138258712027404,Windows,Merchant_31,226.8982628269713,TR867603,1690416000,John,Smith,F,Main St,New York,44401.0,Engineer,1969-08-06,40.7128,-74.006,8419600.0,NY,Apparel,88.04233454966248,-152.8800755184934,31
30424,2023-09-29 00:00:00,3247717983915675,,Merchant_30,473.6275710417812,TR623591,1687737600,Jane,Williams,F,Broadway,Houston,12585.0,Engineer,1982-04-19,29.7604,-95.3698,2328000.0,TX,Travel,58.68090179673305,-140.56922218542377,30
30425,2023-06-02 00:00:00,3922789613393266,macOS,Merchant_82,277.9062268853722,TR449875,1683244800,Alice,Wilson,F,Main St,Chicago,20233.0,Doctor,1981-12-25,41.8781,-87.6298,2716000.0,IL,Travel,62.64173498728283,-161.97879776419842,82
30426,2023-11-23 00:00:00,1804427332444613,,Merchant_10,419.74000861921866,TR115528,1681689600,Jane,Johnson,F,Maple St,Los Angeles,53789.0,Nurse,1984-11-25,34.0522,-118.2437,3979576.0,CA,Groceries,7.226804365987036,-163.67033330540664,10
30427,2023-09-08 00:00:00,3612846337268390,X11,Merchant_41,425.19988905881,TR140832,1696550400,Alice,Brown,M,Broadway,Houston,54877.0,Clerk,1994-08-27,29.7604,-95.3698,2328000.0,TX,Apparel,-86.22921534229609,-117.72684367017422,41
30428,2023-10-19 00:00:00,9191282011058666,,Merchant_50,443.5183009752559,TR473775,1692662400,Jane,Johnson,F,Elm St,Phoenix,74589.0,Nurse,1983-02-19,33.4484,-112.074,1680992.0,AZ,Electronics,69.80673803130304,117.75738121871323,50
30429,2023-08-12 00:00:00,9812171407923350,Windows,Merchant_36,455.07203162705713,TR955231,1693612800,TestFirst97,TestLast97,F,582 Test St,Test City,76053.0,Engineer,1962-12-13,,,,,Electronics,88.31166896584762,-91.21238063158488,36
30430,2023-03-10 00:00:00,7966357354272468,macOS,Merchant_62,116.5478504453711,TR631923,1697932800,Mike,Smith,M,1st Ave,Phoenix,38895.0,Lawyer,1964-05-25,33.4484,-112.074,1680992.0,AZ,Electronics,-42.8461377597528,41.78491327039501,62
30431,2023-08-09 00:00:00,6971877378388979,,Merchant_73,437.7617951059326,TR432528,1680912000,Mike,Wilson,F,Elm St,Phoenix,21161.0,Doctor,1985-02-08,33.4484,-112.074,1680992.0,AZ,Groceries,-87.22722358449664,119.07480329226809,73
30432,2023-10-22 00:00:00,7825159669656221,,Merchant_14,22.01524734896513,TR793409,1696809600,Jane,Clark,M,Elm St,Phoenix,60457.0,Teacher,1999-01-10,33.4484,-112.074,1680992.0,AZ,Travel,-19.65636715340061,16.66810179444255,14
30433,2023-12-15 00:00:00,3612846337268390,other,Merchant_41,275.413079546408,TR204644,1690588800,Alice,Brown,M,Broadway,Houston,54877.0,Clerk,1994-08-27,29.7604,-95.3698,2328000.0,TX,Apparel,-86.22921534229609,-117.72684367017422,41
30434,2023-06-01 00:00:00,9255670228009503,,Merchant_78,495.82451433080206,TR896460,1672790400,Mike,Williams,M,Main St,Los Angeles,67176.0,Artist,1972-03-11,34.0522,-118.2437,3979576.0,CA,Electronics,-26.58433665786434,132.9141057936119,78
30435,2023-02-11 00:00:00,7308701990157768,,Merchant_60,271.62571275769454,TR639109,1700179200,Bob,Clark,M,Broadway,Phoenix,36374.0,Doctor,1978-12-13,33.4484,-112.074,1680992.0,AZ,Apparel,-55.67002510013051,-19.44591803015706,60
30436,2023-06-13 00:00:00,7448562467193855,,Merchant_98,42.03998127789616,TR475269,1698537600,Bob,Williams,F,2nd Ave,Chicago,42417.0,Artist,2006-08-06,41.8781,-87.6298,2716000.0,IL,Groceries,29.7596419234222,-16.648430317074684,98
30437,2023-10-14 00:00:00,3267542964447615,X11,Merchant_19,425.6938130306782,TR538477,1691193600,Joe,Williams,F,2nd Ave,Los Angeles,76902.0,Clerk,1995-08-11,34.0522,-118.2437,3979576.0,CA,Electronics,74.14741804705375,-67.80265419735579,19
30438,2023-05-20 00:00:00,1084219031273168,,Merchant_17,276.39056263935,TR304310,1687392000,John,Smith,F,1st Ave,Los Angeles,31306.0,Nurse,1970-12-23,34.0522,-118.2437,3979576.0,CA,Entertainment,86.43020454790332,108.18764316924928,17
30439,2023-09-04 00:00:00,9635182088088053,,Merchant_82,293.9480656288419,TR102087,1682121600,Nancy,Wilson,F,Main St,Houston,91449.0,Lawyer,1955-11-19,29.7604,-95.3698,2328000.0,TX,Travel,62.64173498728283,-161.97879776419842,82
30440,2023-05-25 00:00:00,3100636424985666,,Merchant_13,391.6260564485687,TR917465,1673654400,Joe,Johnson,M,2nd Ave,Phoenix,56039.0,Teacher,1961-01-25,33.4484,-112.074,1680992.0,AZ,Electronics,73.71857847753185,36.9015850564698,13
30441,2023-12-04 00:00:00,9541837491099829,,Merchant_70,97.14253194640638,TR408549,1696723200,Emily,Johnson,F,1st Ave,Los Angeles,86851.0,Engineer,1991-01-12,34.0522,-118.2437,3979576.0,CA,Electronics,31.73006966153801,-67.77740733493759,70
30442,2023-11-09 00:00:00,5486850555576402,,Merchant_5,359.1542054173801,TR737299,1682899200,Emily,Davis,F,2nd Ave,Los Angeles,55726.0,Nurse,1971-01-28,34.0522,-118.2437,3979576.0,CA,Apparel,57.51766546394995,-155.8947055801055,5
30443,2023-10-12 00:00:00,3638553752451595,Windows,Merchant_2,102.04704198973414,TR863579,1675123200,Nancy,Brown,F,1st Ave,Houston,98200.0,Clerk,2000-06-28,29.7604,-95.3698,2328000.0,TX,Groceries,-41.65488574514497,90.05157388576708,2
30444,2023-06-09 00:00:00,7194579481126091,,Merchant_100,408.131945899675,TR398361,1702166400,Mike,Williams,F,Maple St,Chicago,28025.0,Engineer,1972-05-10,41.8781,-87.6298,2716000.0,IL,Travel,-71.4772913272537,-30.29339434798345,100
30445,2023-10-05 00:00:00,2619937441599936,X11,Merchant_96,108.0828733179862,TR443672,1687996800,John,Clark,F,1st Ave,Houston,31248.0,Teacher,1984-09-02,29.7604,-95.3698,2328000.0,TX,Entertainment,89.06913218571336,-115.5370875639332,96
30446,2023-07-07 00:00:00,2046819720795596,other,Merchant_47,440.666325660664,TR593482,1689552000,Nancy,Williams,M,2nd Ave,Los Angeles,95173.0,Nurse,1980-08-24,34.0522,-118.2437,3979576.0,CA,Apparel,23.79208222892042,-86.58836673314276,47
30447,2023-08-19 00:00:00,5552705659737069,,Merchant_92,5.000587095259933,TR569729,1702425600,Alice,Clark,F,Main St,Los Angeles,95683.0,Lawyer,2002-03-07,34.0522,-118.2437,3979576.0,CA,Groceries,-63.53947625728404,-101.9930264718414,92
30448,2023-10-29 00:00:00,3183230737114486,,Merchant_43,217.1476258433204,TR439657,1700697600,John,Williams,M,2nd Ave,Phoenix,61290.0,Artist,1981-10-05,33.4484,-112.074,1680992.0,AZ,Electronics,76.65792789340605,109.33423352039176,43
30449,2023-07-04 00:00:00,5649629610543339,X11,Merchant_70,347.9198028757523,TR752716,1679097600,Mike,Clark,M,Broadway,Los Angeles,59172.0,Nurse,1996-02-21,34.0522,-118.2437,3979576.0,CA,Electronics,31.73006966153801,-67.77740733493759,70
30450,2023-12-15 00:00:00,2956122249609883,macOS,Merchant_35,295.9262756070774,TR890603,1691971200,Alice,Clark,M,2nd Ave,New York,11383.0,Clerk,1985-03-26,40.7128,-74.006,8419600.0,NY,Electronics,68.77535645120233,-129.91125924167875,35
30451,2023-08-26 00:00:00,3374101262052418,,Merchant_92,383.7082277770569,TR779524,1673568000,Emily,Clark,F,Maple St,New York,17159.0,Engineer,1996-05-22,40.7128,-74.006,8419600.0,NY,Groceries,-63.53947625728404,-101.9930264718414,92
30452,2023-11-14 00:00:00,4529948066678949,,Merchant_55,419.4578687232412,TR130270,1676073600,Bob,Smith,M,Main St,Phoenix,92500.0,Artist,1960-04-29,33.4484,-112.074,1680992.0,AZ,Groceries,67.32664769991092,-68.9949147777756,55
30453,2023-12-22 00:00:00,2824996513689857,X11,Merchant_93,122.1143562002762,TR524065,1680480000,Emily,Davis,M,Broadway,Los Angeles,10558.0,Engineer,1986-12-02,34.0522,-118.2437,3979576.0,CA,Apparel,33.52105454215821,-105.89801217179304,93
30454,2023-09-22 00:00:00,5604654092341286,,Merchant_54,258.1331286618285,TR792100,1676592000,Jane,Johnson,F,1st Ave,Phoenix,79141.0,Teacher,1988-07-09,33.4484,-112.074,1680992.0,AZ,Groceries,0.0671885875949556,15.165293076852493,54
30455,2023-08-18 00:00:00,7755439557773108,,Merchant_54,386.6408191979691,TR477113,1679961600,Emily,Wilson,M,Elm St,Chicago,21769.0,Nurse,1987-10-11,41.8781,-87.6298,2716000.0,IL,Groceries,0.0671885875949556,15.165293076852493,54
30456,2023-09-20 00:00:00,1925840337245768,Windows,Merchant_31,8.838099241662231,TR570806,1682640000,Bob,Smith,M,Elm St,Houston,10221.0,Artist,1974-03-24,29.7604,-95.3698,2328000.0,TX,Apparel,88.04233454966248,-152.8800755184934,31
30457,2023-09-21 00:00:00,6874874542906521,,Merchant_70,201.77753722390565,TR656012,1689379200,John,Johnson,F,Maple St,Chicago,64828.0,Lawyer,1981-12-03,41.8781,-87.6298,2716000.0,IL,Electronics,31.73006966153801,-67.77740733493759,70
30458,2023-10-24 00:00:00,3048628034282915,Windows,Merchant_71,118.0467328372972,TR358508,1702771200,Alice,Wilson,F,Main St,New York,84794.0,Lawyer,2003-09-11,40.7128,-74.006,8419600.0,NY,Apparel,-66.674507917154,-13.259892702933854,71
30459,2023-07-07 00:00:00,7223774777137959,macOS,Merchant_25,277.7504098204966,TR600097,1684368000,Mike,Williams,M,Maple St,Phoenix,26204.0,Doctor,1956-08-02,33.4484,-112.074,1680992.0,AZ,Electronics,86.6518698487038,6.308468691848049,25
30460,2023-08-03 00:00:00,7716424052854202,other,Merchant_90,17.915323253744425,TR959045,1682985600,Bob,Clark,M,Main St,Phoenix,53275.0,Clerk,1964-10-17,33.4484,-112.074,1680992.0,AZ,Groceries,79.06589427989428,40.668692758560525,90
30461,2023-01-12 00:00:00,3256002542736536,macOS,Merchant_50,444.38335927232026,TR435055,1699574400,TestFirst50,TestLast50,M,822 Test St,Test City,60024.0,Clerk,1966-05-04,,,,,Electronics,69.80673803130304,117.75738121871323,50
30462,2023-01-02 00:00:00,3445978678159930,,Merchant_14,368.63820370124273,TR987999,1685664000,Nancy,Clark,F,Elm St,Houston,27427.0,Clerk,1958-09-23,29.7604,-95.3698,2328000.0,TX,Travel,-19.65636715340061,16.66810179444255,14
30463,2023-02-13 00:00:00,8519900848162481,,Merchant_94,90.58046770026166,TR744192,1684368000,Mike,Davis,F,1st Ave,New York,48297.0,Nurse,1955-11-06,40.7128,-74.006,8419600.0,NY,Travel,12.74164799239712,-105.54710492320932,94
30464,2023-10-11 00:00:00,3572873865781237,macOS,Merchant_38,394.10159506769537,TR880619,1689379200,John,Johnson,M,Elm St,Los Angeles,57935.0,Teacher,2006-09-15,34.0522,-118.2437,3979576.0,CA,Entertainment,31.11288565462185,119.4625024232438,38
30465,2023-12-07 00:00:00,6552319973236466,Windows,Merchant_88,167.6087436326079,TR863332,1700352000,Bob,Jones,M,Elm St,Houston,10630.0,Lawyer,1961-05-04,29.7604,-95.3698,2328000.0,TX,Apparel,-17.917907867471598,15.543522879757631,88
30466,2023-06-24 00:00:00,9278799625856412,other,Merchant_23,64.61050755623882,TR820389,1674086400,Jane,Wilson,M,Elm St,Phoenix,59877.0,Lawyer,1985-05-05,33.4484,-112.074,1680992.0,AZ,Entertainment,27.17758787626444,-64.8574350738144,23
30467,2023-01-25 00:00:00,3788458513153536,macOS,Merchant_98,244.4110094775513,TR493243,1683763200,John,Smith,F,Maple St,New York,71544.0,Lawyer,2004-02-20,40.7128,-74.006,8419600.0,NY,Groceries,29.7596419234222,-16.648430317074684,98
30468,2023-11-14 00:00:00,3981584445591529,Windows,Merchant_36,179.70639475267348,TR560421,1674604800,Mike,Clark,F,Broadway,Los Angeles,46685.0,Clerk,1976-10-13,34.0522,-118.2437,3979576.0,CA,Electronics,88.31166896584762,-91.21238063158488,36
30469,2023-11-15 00:00:00,3445978678159930,other,Merchant_76,263.66802627189253,TR857118,1695600000,Nancy,Clark,F,Elm St,Houston,27427.0,Clerk,1958-09-23,29.7604,-95.3698,2328000.0,TX,Travel,-13.782030156854788,88.33761530797369,76
30470,2023-05-17 00:00:00,3905943278911227,,Merchant_85,203.34333478440445,TR373682,1683244800,Mike,Smith,F,Elm St,Los Angeles,10165.0,Clerk,1979-04-17,34.0522,-118.2437,3979576.0,CA,,,76.43321219151005,85
30471,2023-06-07 00:00:00,3082200763208396,,Merchant_35,426.651893642147,TR248912,1679356800,Jane,Johnson,F,Maple St,Houston,38736.0,Teacher,1994-06-24,29.7604,-95.3698,2328000.0,TX,Electronics,68.77535645120233,-129.91125924167875,35
30472,2023-05-25 00:00:00,1436829912018823,,Merchant_20,496.0473598711831,TR729938,1696291200,John,Davis,F,Broadway,New York,10769.0,Teacher,1983-12-21,40.7128,-74.006,8419600.0,NY,Groceries,-79.37573671650925,172.18212748118322,20
30473,2023-09-15 00:00:00,8468378942633195,macOS,Merchant_28,209.36732274725463,TR619596,1697760000,Nancy,Smith,F,Broadway,Phoenix,59174.0,Clerk,1991-09-10,33.4484,-112.074,1680992.0,AZ,Electronics,45.26571549503325,123.93299465864146,28
30474,2023-06-24 00:00:00,6565856837464655,X11,Merchant_77,64.75026535705933,TR155897,1689292800,Mike,Brown,F,Maple St,Los Angeles,18360.0,Artist,1968-10-17,34.0522,-118.2437,3979576.0,CA,Travel,-71.4267103648976,103.754631599115,77
30475,2023-06-01 00:00:00,1899808323479476,,Merchant_46,376.1449916319024,TR302915,1696550400,Alice,Williams,F,2nd Ave,Chicago,55377.0,Teacher,2002-12-31,41.8781,-87.6298,2716000.0,IL,Electronics,22.17012257859585,168.95891334648854,46
30476,2023-03-13 00:00:00,5678196860979358,,Merchant_39,313.3090969348612,TR396090,1672704000,John,Jones,M,Elm St,Houston,79496.0,Artist,1994-03-28,29.7604,-95.3698,2328000.0,TX,Apparel,-42.51539623323934,160.57881794239506,39
30477,2023-01-09 00:00:00,5304413236941821,other,Merchant_81,410.9808009530837,TR695460,1702684800,Nancy,Clark,M,Elm St,Houston,75031.0,Clerk,1982-11-18,29.7604,-95.3698,2328000.0,TX,,,-20.26169594424536,81
30478,2023-10-12 00:00:00,3974869953136181,X11,Merchant_11,415.6379797378364,TR403252,1680393600,Nancy,Smith,F,2nd Ave,Los Angeles,76802.0,Artist,1982-07-09,34.0522,-118.2437,3979576.0,CA,Travel,-47.34271650763817,75.54811793589215,11
30479,2023-08-19 00:00:00,1923803664149198,other,Merchant_12,423.1554859018367,TR191761,1675641600,Nancy,Wilson,M,Maple St,New York,98557.0,Lawyer,1956-10-04,40.7128,-74.006,8419600.0,NY,Electronics,87.97582122185094,73.47387297180416,12
30480,2023-12-24 00:00:00,7217626590375513,Windows,Merchant_73,478.191725630495,TR735267,1690588800,Alice,Johnson,M,1st Ave,Phoenix,95948.0,Artist,1955-02-01,33.4484,-112.074,1680992.0,AZ,Groceries,-87.22722358449664,119.07480329226809,73
30481,2023-11-02 00:00:00,5609314010487205,macOS,Merchant_95,364.0828629947886,TR253877,1676851200,Emily,Johnson,F,1st Ave,Phoenix,20414.0,Clerk,1999-12-13,33.4484,-112.074,1680992.0,AZ,Groceries,-23.358542258596827,-178.25621504842638,95
30482,2023-07-11 00:00:00,9792378975841440,macOS,Merchant_11,219.176515868086,TR163790,1692921600,Joe,Johnson,M,Maple St,Phoenix,64905.0,Artist,1964-05-24,33.4484,-112.074,1680992.0,AZ,Travel,-47.34271650763817,75.54811793589215,11
30483,2023-08-19 00:00:00,9278799625856412,,Merchant_39,478.0814472706393,TR543460,1685750400,Jane,Wilson,M,Elm St,Phoenix,59877.0,Lawyer,1985-05-05,33.4484,-112.074,1680992.0,AZ,Apparel,-42.51539623323934,160.57881794239506,39
30484,2023-05-17 00:00:00,9522467417587573,,Merchant_1,186.23963716879567,TR249042,1703980800,Nancy,Wilson,F,Broadway,Houston,18424.0,Engineer,1993-11-11,29.7604,-95.3698,2328000.0,TX,Groceries,-27.531230030837182,-129.20391478137458,1
30485,2023-02-19 00:00:00,1619586225993050,,Merchant_90,15.616755790807346,TR385709,1686182400,Jane,Brown,F,2nd Ave,Chicago,32386.0,Engineer,1994-01-08,41.8781,-87.6298,2716000.0,IL,Groceries,79.06589427989428,40.668692758560525,90
30486,2023-03-05 00:00:00,9711767744951672,,Merchant_59,142.50284355239066,TR260906,1673827200,Bob,Smith,M,Broadway,Los Angeles,67511.0,Doctor,1967-01-11,34.0522,-118.2437,3979576.0,CA,Travel,-80.45996545485183,-81.74311296435529,59
30487,2023-07-09 00:00:00,5507317956865447,,Merchant_1,59.92249124769148,TR939874,1699142400,Emily,Smith,F,Main St,New York,13823.0,Artist,1967-03-20,40.7128,-74.006,8419600.0,NY,Groceries,-27.531230030837182,-129.20391478137458,1
30488,2023-03-19 00:00:00,6501247939378397,X11,Merchant_23,425.2337478711684,TR444928,1698364800,Alice,Johnson,M,Broadway,New York,88068.0,Clerk,1962-11-21,40.7128,-74.006,8419600.0,NY,Entertainment,27.17758787626444,-64.8574350738144,23
30489,2023-01-17 00:00:00,5700571374994535,,Merchant_8,282.4649153007325,TR340695,1690156800,Alice,Davis,M,Maple St,Houston,75484.0,Lawyer,1991-03-08,29.7604,-95.3698,2328000.0,TX,Electronics,-25.158214700976583,-131.70660301011432,8
30490,2023-03-31 00:00:00,9694465451074527,,Merchant_94,247.7724892030359,TR430710,1700784000,Joe,Clark,F,Main St,Los Angeles,29887.0,Lawyer,1955-01-26,34.0522,-118.2437,3979576.0,CA,Travel,12.74164799239712,-105.54710492320932,94
30491,2023-09-27 00:00:00,2085288072766022,X11,Merchant_53,9.81553472712363,TR456371,1691366400,TestFirst69,TestLast69,M,725 Test St,Test City,62803.0,Engineer,1963-04-20,,,,,Apparel,83.30170819524614,145.56673008825447,53
30492,2023-04-11 00:00:00,8860756083787830,,Merchant_21,56.068778947193145,TR873193,1674432000,Emily,Williams,M,2nd Ave,Phoenix,36122.0,Doctor,1980-03-10,33.4484,-112.074,1680992.0,AZ,Electronics,49.82334289064852,-120.47389253984414,21
30493,2023-01-10 00:00:00,8818338025472284,,Merchant_67,282.5477659723589,TR277555,1700956800,Bob,Williams,F,Broadway,New York,66800.0,Lawyer,1970-10-30,40.7128,-74.006,8419600.0,NY,Travel,40.95461517742624,-91.11621941232542,67
30494,2023-11-24 00:00:00,2099709734813899,,Merchant_54,214.4788280861636,TR794369,1702166400,Joe,Johnson,M,Broadway,Chicago,14191.0,Artist,1986-03-18,41.8781,-87.6298,2716000.0,IL,Groceries,0.0671885875949556,15.165293076852493,54
30495,2023-01-20 00:00:00,2703762170382222,Windows,Merchant_45,419.728462974274,TR978194,1687564800,TestFirst83,TestLast83,M,166 Test St,Test City,40352.0,Clerk,1962-02-14,,,,,Groceries,-8.21197342866131,-29.061472035387425,45
30496,2023-07-14 00:00:00,9953660435726429,,Merchant_86,131.98944732186283,TR616967,1686355200,Joe,Wilson,M,Main St,New York,57628.0,Teacher,1994-11-25,40.7128,-74.006,8419600.0,NY,Groceries,-61.26016902797638,-23.03810829457197,86
30497,2023-06-02 00:00:00,6912978195214509,Windows,Merchant_22,361.0621551807545,TR769032,1675123200,John,Wilson,F,Main St,Chicago,65071.0,Artist,1966-01-08,41.8781,-87.6298,2716000.0,IL,Travel,47.18266849731842,-159.7418881952124,22
30498,2023-05-25 00:00:00,5655580356526445,macOS,Merchant_90,407.8721623707485,TR366805,1698537600,Bob,Clark,M,Maple St,New York,96852.0,Doctor,1965-12-26,40.7128,-74.006,8419600.0,NY,Groceries,79.06589427989428,40.668692758560525,90
30499,2023-05-23 00:00:00,1752467965316559,,Merchant_3,430.7823575785485,TR630703,1699401600,TestFirst60,TestLast60,F,135 Test St,Test City,42438.0,Doctor,1986-06-12,,,,,Groceries,40.15614746856807,108.60618938189026,3
30500,2023-01-07 00:00:00,5152617136263396,Windows,Merchant_22,152.90707822562177,TR784486,1686614400,Emily,Clark,F,Elm St,Phoenix,42781.0,Artist,1980-05-14,33.4484,-112.074,1680992.0,AZ,Travel,47.18266849731842,-159.7418881952124,22
30501,2023-07-13 00:00:00,2642302152966994,macOS,Merchant_71,224.96918015429264,TR355716,1678838400,John,Williams,F,1st Ave,Phoenix,81981.0,Nurse,1961-05-10,33.4484,-112.074,1680992.0,AZ,Apparel,-66.674507917154,-13.259892702933854,71
30502,2023-03-07 00:00:00,2592909775695418,Windows,Merchant_8,287.9935440104381,TR224097,1692489600,Joe,Davis,F,Main St,Chicago,83106.0,Lawyer,1956-11-25,41.8781,-87.6298,2716000.0,IL,Electronics,-25.158214700976583,-131.70660301011432,8
30503,2023-12-06 00:00:00,9297402512388457,,Merchant_77,29.697178125120228,TR200589,1698019200,Mike,Johnson,M,2nd Ave,Chicago,87300.0,Artist,1960-04-25,41.8781,-87.6298,2716000.0,IL,Travel,-71.4267103648976,103.754631599115,77
30504,2023-08-14 00:00:00,9883751251623095,other,Merchant_50,358.2331409442863,TR779408,1686787200,Bob,Smith,F,Maple St,New York,60907.0,Lawyer,1993-11-16,40.7128,-74.006,8419600.0,NY,Electronics,69.80673803130304,117.75738121871323,50
